drug_name,drug_type,dosage_form,active_ingredient,indication,description,restriction,precautions,source
Domperidone,,"tab (as base/maleate), susp (as base/maleate)",,,หมวดยา: Central nervous system | หมวดยา: Drugs used in nausea and vertigo | หมวดยา: Drugs used in nausea and vomiting | ED: ก,,,สำนักงานประสานการพัฒนาบัญชียาหลักแห่งชาติ — ปรับปรุงเมื่อวันที่ 23 พฤษภาคม 2555
Metoclopramide,,"tab, syr, sterile sol",,,หมวดยา: Central nervous system | หมวดยา: Drugs used in nausea and vertigo | หมวดยา: Drugs used in nausea and vomiting | ED: ก,,,สำนักงานประสานการพัฒนาบัญชียาหลักแห่งชาติ — ปรับปรุงเมื่อวันที่ 23 พฤษภาคม 2555
Ondansetron,,"tab (as base or hydrochloride), sterile sol (hydrochloreide)",,,หมวดยา: Central nervous system | หมวดยา: Drugs used in nausea and vertigo | หมวดยา: Drugs used in nausea and vomiting | ED: ข,,,สำนักงานประสานการพัฒนาบัญชียาหลักแห่งชาติ — ปรับปรุงเมื่อวันที่ 23 พฤษภาคม 2555
Dimenhydrinate,,"compressed tab, film coated tab, syr, sterile sol",,,หมวดยา: Central nervous system | หมวดยา: Drugs used in nausea and vertigo | หมวดยา: Drugs used in vestibular disorders | ED: ก,,,สำนักงานประสานการพัฒนาบัญชียาหลักแห่งชาติ — ปรับปรุงเมื่อวันที่ 23 พฤษภาคม 2555
Betahistine mesilate,,"tab (เฉพาะ 6, 12 mg)",,,หมวดยา: Central nervous system | หมวดยา: Drugs used in nausea and vertigo | หมวดยา: Drugs used in vestibular disorders | ชื่อพ้อง: Betahistine mesylate | ED: ข,,,สำนักงานประสานการพัฒนาบัญชียาหลักแห่งชาติ — ปรับปรุงเมื่อวันที่ 23 พฤษภาคม 2555
Paracetamol,,"tab, syr",,,หมวดยา: Central nervous system | หมวดยา: Analgesics and antipyretics | ชื่อพ้อง: Acetaminophen | ED: ก | หมายเหตุ: แนะนำให้ใช้เป็น first-line drug สำหรับ osteoarthritis,,,สำนักงานประสานการพัฒนาบัญชียาหลักแห่งชาติ — ปรับปรุงเมื่อวันที่ 23 พฤษภาคม 2555
Aspirin,,"compressed tab, film coated tab (เฉพาะขนาด 300 mg ขึ้นไป)",,,หมวดยา: Central nervous system | หมวดยา: Analgesics and antipyretics | ชื่อพ้อง: Acetylsalicylic acid | ED: ก | หมายเหตุ: Aspirin ชนิด EC tab ดูดซึมได้ช้าจึงมีการเริ่มต้นออกฤทธิ์ช้า ไม่เหมาะจะนำมาใช้ในข้อบ่งใช้นี้,,ห้ามใช้ในเด็กและวัยรุ่นอายุต่ำกว่า 18 ปี สำหรับลดไข้ แก้ปวด เพราะเสี่ยงต่อการเกิด Reye's syndrome,สำนักงานประสานการพัฒนาบัญชียาหลักแห่งชาติ — ปรับปรุงเมื่อวันที่ 23 พฤษภาคม 2555
Ibuprofen,,"film coated tab, susp",,,หมวดยา: Central nervous system | หมวดยา: Analgesics and antipyretics | ED: ก,,"1. เมื่อมีข้อบ่งชี้ให้ใช้ NSAIDs แนะนำให้ใช้ ibuprofen เป็นยาขนานแรกสำหรับบรรเทาอาการปวดทางทันตกรรม ปวดประจำเดือน ปวดข้อ และปวดกล้ามเนื้อ
2. ใช้ในเด็กที่มีอายุ 3 เดือนขึ้นไปเท่านั้น
3. ระมัดระวังการใช้ในผู้ป่วยที่มีเกล็ดเลือดต่ำ เช่น ไข้เลือดออก",สำนักงานประสานการพัฒนาบัญชียาหลักแห่งชาติ — ปรับปรุงเมื่อวันที่ 23 พฤษภาคม 2555
Buprenorphine hydrochloride,วัตถุที่ออกฤทธิ์ต่อจิตและประสาทประเภท 2,"sublingual tab, sterile sol",,,หมวดยา: Central nervous system | หมวดยา: Analgesics | หมวดยา: Opioid analgesics | ED: ค,,,สำนักงานประสานการพัฒนาบัญชียาหลักแห่งชาติ — ปรับปรุงเมื่อวันที่ 23 พฤษภาคม 2555
Codeine phosphate,ยาเสพติดให้โทษประเภท 2,tab,,,หมวดยา: Central nervous system | หมวดยา: Analgesics | หมวดยา: Opioid analgesics | ED: ค,,,สำนักงานประสานการพัฒนาบัญชียาหลักแห่งชาติ — ปรับปรุงเมื่อวันที่ 23 พฤษภาคม 2555
Fentanyl,ยาเสพติดให้โทษประเภท 2,"sterile sol (as citrate), transdermal therapeutic system (as base)",,,หมวดยา: Central nervous system | หมวดยา: Analgesics | หมวดยา: Opioid analgesics | ED: ค,ใช้กับผู้ป่วยโรคมะเร็งที่มีความเจ็บปวดรุนแรง,,สำนักงานประสานการพัฒนาบัญชียาหลักแห่งชาติ — ปรับปรุงเมื่อวันที่ 23 พฤษภาคม 2555
